id,catalog_number,abutment_and_fillet_dimensions
5119507,22330EJW33W28C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:194.000 mm 7.600 in|Da - Outer Ring Backing Diameter:288.000 mm 11.300 in"
5119513,22330EJW33C2,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:194.000 mm 7.600 in|Da - Outer Ring Backing Diameter:288.000 mm 11.300 in"
5119511,22330KEJW33C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:194.000 mm 7.600 in|Da - Outer Ring Backing Diameter:288.000 mm 11.300 in"
5119535,23034EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:192.000 mm 7.600 in|Da - Outer Ring Backing Diameter:242.000 mm 9.500 in"
5119537,23044EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:247.000 mm 9.700 in|Da - Outer Ring Backing Diameter:313.000 mm 12.300 in"
5119526,23140EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:230.000 mm 9.000 in|Da - Outer Ring Backing Diameter:308.000 mm 12.100 in"
5119532,23138EJW507C08C3,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:221.000 mm 8.700 in|Da - Outer Ring Backing Diameter:293.000 mm 11.500 in"
5119588,23056EJW507C08C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:309.000 mm 12.200 in|Da - Outer Ring Backing Diameter:389.000 mm 15.300 in"
5119541,23056EMBW507C08C4,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:309.000 mm 12.200 in|Da - Outer Ring Backing Diameter:389.000 mm 15.300 in"
5119598,23248EJW507C08C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:280.000 mm 11.000 in|Da - Outer Ring Backing Diameter:394.000 mm 15.500 in"
5119549,23052EJW33C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:291.000 mm 11.500 in|Da - Outer Ring Backing Diameter:369.000 mm 14.500 in"
5119587,23056EJW507C08C2,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:309.000 mm 12.200 in|Da - Outer Ring Backing Diameter:389.000 mm 15.300 in"
5119583,239/710YMBW47W534,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:771.000 mm 30.400 in|Da - Outer Ring Backing Diameter:898.000 mm 35.300 in"
5119575,23056KEMBW40IW534C4,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:309.000 mm 12.200 in|Da - Outer Ring Backing Diameter:389.000 mm 15.300 in"
5119606,23056EJW33C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:309.000 mm 12.200 in|Da - Outer Ring Backing Diameter:389.000 mm 15.300 in"
5119616,23060EJW507C08C4,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:334.000 mm 13.100 in|Da - Outer Ring Backing Diameter:425.000 mm 16.800 in"
5119580,22322KEJW33C4,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:144.000 mm 5.700 in|Da - Outer Ring Backing Diameter:215.000 mm 8.500 in"
5119593,23248EJW507C08C2,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:280.000 mm 11.000 in|Da - Outer Ring Backing Diameter:394.000 mm 15.500 in"
5119615,23060EJW507C08C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:334.000 mm 13.100 in|Da - Outer Ring Backing Diameter:425.000 mm 16.800 in"
5119618,23248EJW33W45AC3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:280.000 mm 11.000 in|Da - Outer Ring Backing Diameter:394.000 mm 15.500 in"
5119624,23248KEJW507C08C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:280.000 mm 11.000 in|Da - Outer Ring Backing Diameter:394.000 mm 15.500 in"
5119613,23056KEJW33C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:309.000 mm 12.200 in|Da - Outer Ring Backing Diameter:389.000 mm 15.300 in"
5119608,23056KEJW507C08C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:309.000 mm 12.200 in|Da - Outer Ring Backing Diameter:389.000 mm 15.300 in"
5119605,23056EJW33C2,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:309.000 mm 12.200 in|Da - Outer Ring Backing Diameter:389.000 mm 15.300 in"
5119633,23060KEJW507C08C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:334.000 mm 13.100 in|Da - Outer Ring Backing Diameter:425.000 mm 16.800 in"
5119621,23284YMBW507C08C2,"R - Inner Ring ""To Clear"" Radius:6.000 mm 0.240 in|r - Outer Ring ""To Clear"" Radius:6.000 mm 0.240 in|da - Inner Ring Backing Diameter:490.000 mm 19.300 in|Da - Outer Ring Backing Diameter:681.000 mm 26.800 in"
5119639,23040EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:225.000 mm 8.900 in|Da - Outer Ring Backing Diameter:289.000 mm 11.400 in"
5119610,23056KEJW40IW534C4,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:309.000 mm 12.200 in|Da - Outer Ring Backing Diameter:389.000 mm 15.300 in"
5119620,23060EJW509C08,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:334.000 mm 13.100 in|Da - Outer Ring Backing Diameter:425.000 mm 16.800 in"
5119638,22240EJW33C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:236.000 mm 9.300 in|Da - Outer Ring Backing Diameter:323.000 mm 12.700 in"
5119649,22340EJW33W45AC4,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.157 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.157 in|da - Inner Ring Backing Diameter:246.000 mm 9.700 in|Da - Outer Ring Backing Diameter:369.000 mm 14.520 in"
5119648,22340EJW33W45AC3,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.157 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.157 in|da - Inner Ring Backing Diameter:246.000 mm 9.700 in|Da - Outer Ring Backing Diameter:369.000 mm 14.520 in"
5119631,23060EJW33C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:334.000 mm 13.100 in|Da - Outer Ring Backing Diameter:425.000 mm 16.800 in"
5119623,23248KEJW507C08C2,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:280.000 mm 11.000 in|Da - Outer Ring Backing Diameter:394.000 mm 15.500 in"
5119626,23248KEJW33W45AC3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:280.000 mm 11.000 in|Da - Outer Ring Backing Diameter:394.000 mm 15.500 in"
5119612,23056KEJW33C2,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:309.000 mm 12.200 in|Da - Outer Ring Backing Diameter:389.000 mm 15.300 in"
5119665,23248EJW507C08C4,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:280.000 mm 11.000 in|Da - Outer Ring Backing Diameter:394.000 mm 15.500 in"
5119655,22340KEJW33W45AC2,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.157 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.157 in|da - Inner Ring Backing Diameter:246.000 mm 9.700 in|Da - Outer Ring Backing Diameter:369.000 mm 14.520 in"
5119660,22340EJW33W45AC2,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.157 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.157 in|da - Inner Ring Backing Diameter:246.000 mm 9.700 in|Da - Outer Ring Backing Diameter:369.000 mm 14.520 in"
5119664,23248KEJW507C08C4,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:280.000 mm 11.000 in|Da - Outer Ring Backing Diameter:394.000 mm 15.500 in"
5119656,22340KEJW33W45AC4,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.157 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.157 in|da - Inner Ring Backing Diameter:246.000 mm 9.700 in|Da - Outer Ring Backing Diameter:369.000 mm 14.520 in"
5119675,23164KEJW507C08C4,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:364.000 mm 14.300 in|Da - Outer Ring Backing Diameter:490.000 mm 19.300 in"
5119671,23164EJW507C08C4,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:364.000 mm 14.300 in|Da - Outer Ring Backing Diameter:490.000 mm 19.300 in"
5119674,23164KEJW507C08C3,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:364.000 mm 14.300 in|Da - Outer Ring Backing Diameter:490.000 mm 19.300 in"
5119679,23164EJW45CC08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:364.000 mm 14.300 in|Da - Outer Ring Backing Diameter:490.000 mm 19.300 in"
5119673,23164KEJW507C08C2,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:364.000 mm 14.300 in|Da - Outer Ring Backing Diameter:490.000 mm 19.300 in"
5119669,23164EJW507C08C2,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:364.000 mm 14.300 in|Da - Outer Ring Backing Diameter:490.000 mm 19.300 in"
5119657,22340KEJW33W45AC3,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.157 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.157 in|da - Inner Ring Backing Diameter:246.000 mm 9.700 in|Da - Outer Ring Backing Diameter:369.000 mm 14.520 in"
5119661,22340EJW33W45AW800C4,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.157 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.157 in|da - Inner Ring Backing Diameter:246.000 mm 9.700 in|Da - Outer Ring Backing Diameter:369.000 mm 14.520 in"
5119690,22320EMW33C3,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:131.000 mm 5.100 in|Da - Outer Ring Backing Diameter:193.000 mm 7.600 in"
5119684,26250KEMW33C4,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:284.500 mm 11.200 in|Da - Outer Ring Backing Diameter:373.900 mm 14.720 in"
5119692,22320KEMW33C3,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:131.000 mm 5.100 in|Da - Outer Ring Backing Diameter:193.000 mm 7.600 in"
5119687,22320EMW33W800C3,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:131.000 mm 5.100 in|Da - Outer Ring Backing Diameter:193.000 mm 7.600 in"
5119678,23164EJW509C08C3,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:364.000 mm 14.300 in|Da - Outer Ring Backing Diameter:490.000 mm 19.300 in"
5119696,23252KEJW507C08C2,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:307.000 mm 12.100 in|Da - Outer Ring Backing Diameter:430.000 mm 16.900 in"
5119691,22320EMW33W800C4,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:131.000 mm 5.100 in|Da - Outer Ring Backing Diameter:193.000 mm 7.600 in"
5119693,22320EMW33W82,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:131.000 mm 5.100 in|Da - Outer Ring Backing Diameter:193.000 mm 7.600 in"
5119702,23252KEJW507C08C3,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:307.000 mm 12.100 in|Da - Outer Ring Backing Diameter:430.000 mm 16.900 in"
5119701,22320EMW33W800W40IC4,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:131.000 mm 5.100 in|Da - Outer Ring Backing Diameter:193.000 mm 7.600 in"
5119714,23252EJW507C08C2,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:307.000 mm 12.100 in|Da - Outer Ring Backing Diameter:430.000 mm 16.900 in"
5119716,23252EJW507C08C4,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:307.000 mm 12.100 in|Da - Outer Ring Backing Diameter:430.000 mm 16.900 in"
5119703,23252KEJW507C08C4,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:307.000 mm 12.100 in|Da - Outer Ring Backing Diameter:430.000 mm 16.900 in"
5119670,23164EJW507C08C3,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:364.000 mm 14.300 in|Da - Outer Ring Backing Diameter:490.000 mm 19.300 in"
5119700,22320EMW32W82,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:131.000 mm 5.100 in|Da - Outer Ring Backing Diameter:193.000 mm 7.600 in"
5119609,23056KEJW507C08C4,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:309.000 mm 12.200 in|Da - Outer Ring Backing Diameter:389.000 mm 15.300 in"
5119715,23252EJW507C08C3,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:307.000 mm 12.100 in|Da - Outer Ring Backing Diameter:430.000 mm 16.900 in"
5119727,22320EMW33C4,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:131.000 mm 5.100 in|Da - Outer Ring Backing Diameter:193.000 mm 7.600 in"
5119717,23252EJW509C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:307.000 mm 12.100 in|Da - Outer Ring Backing Diameter:430.000 mm 16.900 in"
5119734,23152EMBW509C08,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:301.000 mm 11.800 in|Da - Outer Ring Backing Diameter:400.000 mm 15.700 in"
5119730,22320EMW22C3,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:131.000 mm 5.100 in|Da - Outer Ring Backing Diameter:193.000 mm 7.600 in"
5119755,23926EMW33C3,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.040 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.040 in|da - Inner Ring Backing Diameter:142.000 mm 5.600 in|Da - Outer Ring Backing Diameter:169.000 mm 6.700 in"
5119736,23064EJW507C08C2,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:355.000 mm 14.000 in|Da - Outer Ring Backing Diameter:444.000 mm 17.500 in"
5119767,239/1180KYMBW33W45A,"R - Inner Ring ""To Clear"" Radius:6.000 mm 0.240 in|r - Outer Ring ""To Clear"" Radius:6.000 mm 0.240 in|da - Inner Ring Backing Diameter:1271.000 mm 50.000 in|Da - Outer Ring Backing Diameter:1464.000 mm 57.600 in"
5119756,23030EMW833,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:169.000 mm 6.700 in|Da - Outer Ring Backing Diameter:210.000 mm 8.300 in"
5119738,23064EJW507C08C4,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:355.000 mm 14.000 in|Da - Outer Ring Backing Diameter:444.000 mm 17.500 in"
5119775,23240KEMBW33W800C4,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:237.000 mm 9.300 in|Da - Outer Ring Backing Diameter:329.000 mm 12.900 in"
5119770,23260EMBW525C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:351.000 mm 13.800 in|Da - Outer Ring Backing Diameter:482.000 mm 19.000 in"
5119737,23064EJW507C08C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:355.000 mm 14.000 in|Da - Outer Ring Backing Diameter:444.000 mm 17.500 in"
5119778,22344KEJW33W45AC3,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:273.000 mm 10.700 in|Da - Outer Ring Backing Diameter:404.000 mm 15.900 in"
5119800,23244EMBW33W27W45AC3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:257.000 mm 10.100 in|Da - Outer Ring Backing Diameter:359.000 mm 14.100 in"
5119794,24040EJW841,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:223.000 mm 8.800 in|Da - Outer Ring Backing Diameter:286.000 mm 11.200 in"
5119771,23264EMBW525C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:377.000 mm 14.800 in|Da - Outer Ring Backing Diameter:516.000 mm 20.300 in"
5119823,23064KEJW507C08C4,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:355.000 mm 14.000 in|Da - Outer Ring Backing Diameter:444.000 mm 17.500 in"
5119821,23064KEJW507C08C2,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:355.000 mm 14.000 in|Da - Outer Ring Backing Diameter:444.000 mm 17.500 in"
5119816,22248EJW33W45AC2,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:283.000 mm 11.100 in|Da - Outer Ring Backing Diameter:395.000 mm 15.600 in"
5119783,22312EMW833C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:77.000 mm 3.000 in|Da - Outer Ring Backing Diameter:117.000 mm 4.600 in"
5119822,23064KEJW507C08C3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:355.000 mm 14.000 in|Da - Outer Ring Backing Diameter:444.000 mm 17.500 in"
5119828,23256KEJW507C08C3,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:327.000 mm 12.900 in|Da - Outer Ring Backing Diameter:450.000 mm 17.700 in"
5119818,22248EJW33W45AC4,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:283.000 mm 11.100 in|Da - Outer Ring Backing Diameter:395.000 mm 15.600 in"
5119817,22248EJW33W45AC3,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:283.000 mm 11.100 in|Da - Outer Ring Backing Diameter:395.000 mm 15.600 in"
