id;catalog_number;description;add_descr;attributes
2888178;RSCR-2448-95;Durham RSCR-2448-95 2SC 24X48 1.5K RH SH LU 8PN RS 95;nan;nan
2888182;RSCR-3060-95;Durham RSCR-3060-95 2SC 30X60 1.5K RH SH LU 8PN RS 95;nan;nan
2888186;SFWS-392955-95;Durham SFWS-392955-95 STATIONARY FILE WK STA 39X29X55 #95;nan;nan
2888190;SJC-BDLP-95;Durham SJC-BDLP-95 DDC 48X24X84 BDLP KH 95;nan;nan
2888194;SSC-185-3S-5295;Durham SSC-185-3S-5295 FDC 60X24X84 185B #52 3S 6^BA PH 95;nan;nan
2888198;SSC-185-3S-NL-95;Durham SSC-185-3S-NL-95 FDC 60X24X78 185B 3S PH N/LEGS 95^;nan;nan
2888202;SSC-227-NL-1795;Durham SSC-227-NL-1795 FDC 60X24X78 227B #17 NL PH 95;nan;nan
2888210;SSC-722484-BDLP-2123S1795;Durham SSC-722484-BDLP-2123S1795 FDC 72X24X84 212B #17 3SH 6^BA PH 95;nan;nan
2888214;SSC-722484-BDLP-264-5295;Durham SSC-722484-BDLP-264-5295 FDC 72X24X84 264B #52 6^BA PH 95;nan;nan
2888218;TR-1500-95;Durham TR-1500-95 15^ ATT TRAY 6^ HI OPEN FRONT #95 GRAY;nan;nan
2888222;TRS-2430-95;Durham TRS-2430-95 TRAY-SOLID 24X30 #95 GRAY;nan;nan
2888226;WBF-30120-95;Durham WBF-30120-95 ERGO FOLDING LEG WORK BENCH 30X120 #95 GRAY;nan;nan
2888230;WBF-36120-95;Durham WBF-36120-95 ERGO FOLDING LEG WORK BENCH 36X120 #95 GRAY;nan;nan
2888234;WBF-48120-95;Durham WBF-48120-95 ERGO FOLDING LEG WORK BENCH 48X120 #95 GRAY;nan;nan
2888238;WBF-TH-3072-95;Durham WBF-TH-3072-95 FOLDING LEG WORKBENCH TEMP HDBD 30X72 #95 GRAY;nan;nan
2888242;WBF-TH-3672-95;Durham WBF-TH-3672-95 FOLDING LEG WORKBENCH TEMP HDBD 36X72 #95 GRAY;nan;nan
2888246;WB-SHELF-120-95;Durham WB-SHELF-120-95 12^ X 116 1/2^ WK BENCH SH FOR 120^ #95;nan;nan
2888250;055-95-SHELF;Durham 055-95-SHELF AU2 SHELF#95 GRAY;nan;nan
2888254;107-95;Durham 107-95 DL 32 W/C #95 GRAY;nan;nan
2888258;115-95;Durham 115-95 DL 12 W/C #95 GRAY;nan;nan
2888262;123-95;Durham 123-95 DL SHELL W/C #95 GRAY;nan;nan
2888266;124-95-24-4/PK;Durham 124-95-24-4/PK SCOOP DL24 #195 4-PACK;nan;nan
2888270;602-17;Durham 602-17 #GLB03 GROUP LOCK OUT BOX;nan;nan
2888278;SP-515-95;Durham SP-515-95 ADJ-A-TRAY TRUCK SPINDLE 15^ #95 GRAY;nan;nan
2888290;313;Durham 313 LOCK BAR4 SRPLATED;nan;nan
2888294;DSH-124-95;Durham DSH-124-95 ADJUSTABLE DOOR SHELF 12^ X 4^ #95;nan;nan
2888306;PB30250-52;Durham PB30250-52 PLASTIC BIN 16W X 15L X 7H #52 BLUE;nan;nan
2888310;SP18-CLEAR;Durham SP18-CLEAR 18 CMPTCLEAR POLYPRO;nan;nan
2888314;010-95;Durham 010-95 DIV6/12/18/24DBAG OF 12;nan;nan
2888318;506-43-N/P;Durham 506-43-N/P 16 UNIT HORNO PART#43 WHITE;nan;nan
2888322;784-95-DURHAM;Durham 784-95-Durham 17^ TRAYS W/DURHAM EMBOSS #95;nan;nan
2888330;PB30240-52;Durham PB30240-52 PLASTIC BIN 8W X 15L X 7H #52 BLUE;nan;nan
2888334;B376-43-HIPS;Durham B376-43-HIPS 16 UHIPSWTPP HDL/HGR;nan;nan
2888338;1670;Durham 1670 RB58 PIN WASHER BEARING SET;nan;nan
2888342;H714;Durham H714 P-GLASS W/TAPE 23.75X2.75X.0625;nan;nan
2888346;512G-43-N/P;Durham 512G-43-N/P 24P W/GASKET NO PART #43 WHITE;nan;nan
2888350;PB30210-52;Durham PB30210-52 PLASTIC BIN 4W X 5L X 3H #52 BLUE;nan;nan
2888358;1170;Durham 1170 RB17 PIN WASHER BEARING SET;nan;nan
2888366;224-D843;Durham 224-D843 DS-8 COVER LABEL;nan;nan
2888370;224-D849;Durham 224-D849 DS-17 COVER LABEL;nan;nan
2888374;224-D856;Durham 224-D856 DS-20 COVER LABEL;nan;nan
2888378;224-D862;Durham 224-D862 DS-24 COVER LABEL;nan;nan
2888390;H1066;Durham H1066 SHELF CLIP FOR PERF ANGLE;nan;nan
2886876;023-95-DURHAM;Durham 023-95-Durham TRAY18D W/DURHAM EMBOSS#95 GRAY;nan;nan
2886904;1012ML-50;Durham 1012ML-50 FSC 12 GAL. 1 MAN DR 23^X18^X41^ W/LEGS #50 YEL;nan;nan
2886912;1022S-50;Durham 1022S-50 FSC 22 GAL. 1 SC DR 23^X18^X66-3/8^ #50 YEL;nan;nan
2886916;1030ML-50;Durham 1030ML-50 FSC 30 GAL. 2 MAN DR 43^X18^X50^ W/LEGS #50 YEL;nan;nan
2886968;209-95-IND;Durham 209-95-IND DS 16 W/C#95 GRAYIND;nan;nan
2886976;2210-50;Durham 2210-50 EMC 18X36 PH 2D 1SH 5PU #50 YELLOW;nan;nan
2887064;303B-15.75-95;Durham 303B-15.75-95 4LR 15.75 BEARING RACK #95 GRAY;nan;nan
2887273;400-95;Durham 400-95 #20 LIT RACK #95 GRAY;nan;nan
2887397;533-43;Durham 533-43 #7FX CAB #43 WHITE;nan;nan
2887433;740-95;Durham 740-95 104 BIN SB #95 GRAY;nan;nan
2887457;BCTE-2896-4K-95;Durham BCTE-2896-4K-95 BAR CRADLE TRK 28X96 3 CRADLE 4K #95;nan;nan
2887481;DC48-4S12DS-95;Durham DC48-4S12DS-95 DDC 48X24X72 4S 12DS KH 95;nan;nan
2887537;EGCVC9-50;Durham EGCVC9-50 ECON GAS CYL CAB VERT 9 CYL #50 YELLOW;nan;nan
2887629;H1483;Durham H1483 DRW SLIDE 12^ 45MM EXT 80# CAP 88 LB RATING;nan;nan
2887641;HC1151S/SB;Durham HC1151S/SB 6 X 2 PHENOLIC SWIV W/SIDE BRAKES 1200# CAP;nan;nan
2887689;HDC48-192-95;Durham HDC48-192-95 12G-HDC BDLP 24X48X78 192B 6^BA CH 95;nan;nan
2887705;HDC72-240-95;Durham HDC72-240-95 12G-HDC BDLP 24X72X78 240B 6^BA CH 95;nan;nan
2887745;HDC-SH-1860-95;Durham HDC-SH-1860-95 HDC CAB SHELF 15 27/32^ X 57 15/16^ #95 GRAY;nan;nan
2887821;HET-2448-2-95;Durham HET-2448-2-95 2SC 24X48 4K SH LD 6PH RS 95;nan;nan
2887877;JC-171-95;Durham JC-171-95 FDC 48X24X78 171B 6^BA KH 95;nan;nan
2887917;LPW-17.25X20-95;Durham LPW-17.25X20-95 LOUVERED PANEL WALL17 1/4^ x 20^ #95 GRAY;nan;nan
2887937;MT182418-2K195;Durham MT182418-2K195 MACH TBL 182418 2K 1SH #95;nan;nan
2888009;MTM244830-2K295;Durham MTM244830-2K295 MACH TBLE MBL 244830 2K 2SH 3PL #95;nan;nan
2888017;MWSR8-LP-95;Durham MWSR8-LP-95 MOBILE WIRE SPOOL RACK 18X26 #95;nan;nan
2888113;RSC-2448-4-3K-95;Durham RSC-2448-4-3K-95 4SC 24X48 3K SH LU 6PH RS #95;nan;nan
2888209;SSC-602484-BDLP-95;Durham SSC-602484-BDLP-95 FDC 60X24X84 BDLP 6^BA PH 95;nan;nan
2888269;131-95;Durham 131-95 EXL W/C #95 GRAY;nan;nan
2888285;213-95;Durham 213-95 DS 8 W/C #95 GRAY;nan;nan
2888289;312;Durham 312 LOCK BAR4LR/6SRPLATED;nan;nan
2888301;PB30176-08;Durham PB30176-08 PB DIVVERT PKG OF 6 BLACK PB30240 / PB30250 BINS;nan;nan
2888305;PB30250-21;Durham PB30250-21 PLASTIC BIN 16W X 15L X 7H #21 YELLOW;nan;nan
2888329;PB30240-21;Durham PB30240-21 PLASTIC BIN 8W X 15L X 7H #21 YELLOW;nan;nan
2888353;PB30220-52;Durham PB30220-52 PLASTIC BIN 4W X 7L X 3H #52 BLUE;nan;nan
2886905;1012S-50;Durham 1012S-50 FSC 12 GAL. 1 SC DR 23^X18^X36-3/8^ #50 YEL;nan;nan
2886909;1016S-50;Durham 1016S-50 FSC 16 GAL. 1 SC DR 23^X18^X45 3/8^ #50 YEL;nan;nan
2886985;2211-DLP-RM-10B-95;Durham 2211-DLP-RM-10B-95 EMC 18X36 PH 1D DLP 1SH 4DR RM 10B 5PU #95;nan;nan
2887065;303B-16.75-95;Durham 303B-16.75-95 4LR 16.75 BEARING RACK #95 GRAY;nan;nan
2887089;319-95;Durham 319-95 MPB 18 #95 GRAY;nan;nan
2887109;3500-HDL-95;Durham 3500-HDL-95 FDC-LOCKER 36X24X84 4S KH 95;nan;nan
2887125;3501-BDLP-95;Durham 3501-BDLP-95 FDC 36X24X72 KH 95;nan;nan
2887169;3602-95;Durham 3602-95 FDC 36X18X72 4S KH 95;nan;nan
2887306;408-10-A;Durham 408-10-A LIT RACK LEGASSEM #10 BLUE;nan;nan
2887430;725-95;Durham 725-95 32 BIN SB #95 GRAY;nan;nan
2887434;745-95;Durham 745-95 112 BIN SB #95 GRAY;nan;nan
2887510;DWB-3060-BE-LP-95;Durham DWB-3060-BE-LP-95 DUR WK BCH 30X60 BE LP #95 GRAY;nan;nan
2887598;FDC-SH-3618-95;Durham FDC-SH-3618-95 16 3/8^ X 35 1/2^ .071 ADJ SHELF #95 GRAY;nan;nan
2887602;FDC-SH-6018-95;Durham FDC-SH-6018-95 16 3/8^ X 59 1/2^ .071 ADJ SHELF #95 GRAY;nan;nan
2887606;FS-SH-1419;Durham FS-SH-1419 FSC GAL SH 13 7/16^ X 19 5/8^ .055^;nan;nan
2887810;HDWB-3672-95;Durham HDWB-3672-95 HVY DTY WK BCH 36X72X34 #95 GRAY;nan;nan
2887870;HWBMT-367230-95;Durham HWBMT-367230-95 HD WB MACH TABLE 36X72X30 14K #95 GRAY;nan;nan
2887926;MAS-3048-95;Durham MAS-3048-95 MOBILE ADJ SHELF 27 3/8^ X 47 1/2^ #95 GRAY;nan;nan
2887942;MT183630-2K295;Durham MT183630-2K295 MACH TBL 183630 2K 2SH #95;nan;nan
2887946;MT243630-2K195;Durham MT243630-2K195 MACH TBL 243630 2K 1SH #95;nan;nan
2887954;MT244830-2K295;Durham MT244830-2K295 MACH TBL 244830 2K 2SH #95;nan;nan
2887958;MT246030-2K295;Durham MT246030-2K295 MACH TBL 246030 2K 2SH #95;nan;nan
2888014;MTM304836-3K295;Durham MTM304836-3K295 MACH TBL MBL 304836 3K 2SH 3PL #95;nan;nan
2888022;OPC-2448-2-95;Durham OPC-2448-2-95 2SC 24X48X37 5/8 1.2K SH WS 5PU RS SB 95;nan;nan
2888026;OPT-3624-95;Durham OPT-3624-95 OPEN PORTABLE TRUCK 36X24 #95 GRAY;nan;nan
2888030;OPT-6030-95;Durham OPT-6030-95 OPEN PORTABLE TRUCK 60X30 #95 GRAY;nan;nan
2888046;RB28/34/44-BA-95;Durham RB28/34/44-BA-95 RB28/34/44(1-5 SEC) BASE ASY #95 GRAY;nan;nan
2888094;RSC-2436-2-3K-TLD-95;Durham RSC-2436-2-3K-TLD-95 2SC 24X36 3K SH TLD 6PH RS 95;nan;nan
2888122;RSC-3048-3-3K-TLD-95;Durham RSC-3048-3-3K-TLD-95 3SC 30X48 3K SH TLD 6PH RS 95;nan;nan
2888138;RSC3-2448-2-3.6K-95;Durham RSC3-2448-2-3.6K-95 2SC 24X48X38-5/8 3.6K 3^LU SH 6PH RS 95;nan;nan
2888206;SSC-602484-4S-95;Durham SSC-602484-4S-95 FDC 60X24X84 4S 6^BA PH 95;nan;nan
2888274;LP18-CLEAR;Durham LP18-CLEAR 18 CPT CLEAR POLYPRO;nan;nan
2888282;206-95;Durham 206-95 DS 20 W/C #95 GRAY;nan;nan
2888286;215-95;Durham 215-95 ADS W/C #95 GRAY;nan;nan
2888298;PB30166-08;Durham PB30166-08 PB DIVVERT PKG OF 6 BLACK PB30220 BIN;nan;nan
2888302;PB30177-08;Durham PB30177-08 PB DIV HORZ PKG OF 6 BLACK PB30240 BIN;nan;nan
2888326;PB30230-21;Durham PB30230-21 PLASTIC BIN 6W X 11L X 5H #21 YELLOW;nan;nan
2888354;501-43;Durham 501-43 6 UNIT #43 WHITE;nan;nan
2888362;132-95-EXL-H/DV;Durham 132-95-EXL-H/DV DVDRS-EXL(HOR)INDIV;nan;nan
2888382;542-43;Durham 542-43 SNAKE BITE KIT#43 WHITE;nan;nan
2888386;D853;Durham D853 LG CPT CVR POUCH 11 9/16^X17 5/8^;nan;nan
