id,catalog_number,add_descr,attributes
2887128,3501-DLP-60DR11-96-2S-95,36 Wide Small Parts Storage & Security Cabinet with 60 Jumbo Drawers & 96 Hook-On Bins�,"Model:3501-DLP-60DR11-96-2S-95|Weight:532 lbs. /241 kgs.|Drawers:60|Shelves:2|Capacity:900 lbs. / 408 kgs. per shelf|Dimensions Overall:in: 36 x 24 x 72  mm: 915 x 610 x 1829|Bins:96|Dimensions Bins:in: 4 x 5 x 3   mm: 102 x 127 x 76|Material:Cabinet: All Welded 14 Gauge Construction  Drawers: All welded, Prime Cold Rolled Steel|Colors:Durable, textured, gray powder coat finish|No of Drawers:60|Drawer Dimensions:in:  (60) 5.375"" x 11.25"" x 3.5"" mm:  (60) 137 x 286 x 89"
2887297,406-08,10 Pockets Literature Rack (large),Model:406-08|Weight:12 lbs. / 6 kgs.|Dimensions Overall:in: 13-1/4 x 1-5/16 x 26-1/4  mm: 337 x 33 x 667|Carton Pk:1|Material:Prime Cold Rolled Steel has a Powder Coated Finish that is Rust and Acid Resistant|Colors:Black
2887301,407-08-A,Optional Legs for models 405 and 411,Model:407-08-A|Weight:3 lbs. / 1 kgs.|Dimensions Overall:in: 13-7/16 x 14 x 5-7/8  mm: 341 x 356 x 149|Carton Pk:1|Material:Prime Cold Rolled Steel has a Powder Coated Finish that is Rust and Acid Resistant|Colors:Black
2887285,402-95,11 Pocket ,Model:402-95|Weight:14 lbs. / 6 kgs.|Dimensions Overall:in: 9-3/4 x 4-1/8 x 36  mm: 248 x 105 x 915|Carton Pk:1|Material:Prime cold rolled steel has a powder coated finish that is rust and acid resistant|Colors:Gray
2887281,402-10,11 Pocket ,Model:402-10|Weight:14 lbs. / 6 kgs.|Dimensions Overall:in: 9-3/4 x 4-1/8 x 36  mm: 248 x 105 x 915|Carton Pk:1|Material:Prime cold rolled steel has a powder coated finish that is rust and acid resistant|Colors:Blue
2887289,403-55,5 Pocket ,Model:403-55|Weight:9 lbs. / 4 kgs.|Dimensions Overall:in: 9-3/4 x 4-1/8 x 20-1/4  mm: 248 x 105 x 514|Carton Pk:1|Material:Prime cold rolled steel has a powder coated finish that is rust and acid resistant|Colors:Burgundy
2887313,411-75,20 Pockets Literature Rack (large),Model:411-75|Weight:27 lbs. / 12 kgs.|Dimensions Overall:in: 13-1/4 x 4-1/8 x 58  mm: 337 x 105 x 1473|Carton Pk:1|Material:Prime Cold Rolled Steel has a Powder Coated Finish that is Rust and Acid Resistant|Colors:Tan
2887329,459-75,Optional Laminated Wood Top Fits All Horizontal Literature Racks,Model:459-75|Weight:13 lbs. / 6 kgs.|Dimensions Overall:in: 33-3/4 x 11-3/4 x 1-1/8|Carton Pk:1|Material:Laminated Wood|Colors:laminated wood
2887341,4STE-SM-2448-95,4 Sided Solid Box Truck with Ergonomic Handle,"Model:4STE-SM-2448-95|Weight:152 lbs. / 69 kgs.|Capacity:2000 lbs. / 907 kgs.|Dimensions Overall:in:   *48-1/8 x 24-1/4 x 34-5/8  mm: 1222 x 616 x 880  *handle add 6"" to width|Colors:Durable, textured, gray powder coat finish"
2887345,5002-18-5295,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5002-18-5295|Weight:268 lbs / 122 kgs|Dimensions Overall:in: 36 x 18 x 60  mm: 915 x 457 x 1524 |Bins:(12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887353,5006-30-5295,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5006-30-5295|Weight:246 lbs / 112 kgs|Dimensions Overall:in: 48 x 18 x 60  mm: 1219 x 457 x 1524|Bins:(12) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887349,5003-30-5295,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5003-30-5295|Weight:332 lbs / 146 kgs|Dimensions Overall:in: 36 x 18 x 72  mm: 915 x 457 x 1829|Bins:(12) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887365,5011-30-5295,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5011-30-5295|Weight:369 lbs / 167 kgs|Dimensions Overall:in: 36 x 24 x 72  mm: 915 x 610 x 1829|Bins:(12) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887325,432-08,12 Opening Horizontal Literature Rack,Model:432-08|Weight:35 lbs. / 16 kgs.|Dimensions Overall:in: 33-7/8 x 11-5/8 x 14-1/4  mm: 861 x 295 x 362|Carton Pk:1|Material:Prime Cold Rolled Steel has a Powder Coated Finish and is Rust and Acid Resistant|Colors:Black
2887333,4SLT-2448-1.2K-95,4 Sided Low Deck Stock Truck,"Model:4SLT-2448-1.2K-95|Weight:257 lbs. / 117 kgs.|Dimensions Overall:in: 48 x 24 x 40  mm: 1219 x 610 x 1016|Colors:Durable, textured, gray powder coat finish"
2887361,5010-30-5295,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5010-30-5295|Weight:331 lbs / 150 kgs|Dimensions Overall:in: 36 x 24 x 60  mm: 915 x 610 x 1524 |Bins:(12) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887377,5018-42-1795,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5018-42-1795|Weight:424 lbs / 192 kgs|Dimensions Overall:in: 60 x 24 x 60  mm: 1524 x 610 x 1524|Bins:(24) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887393,518-43-PD,Medicine Cabinet with Plexiglass Door,"Model:518-43-PD|Weight:31 lbs. /14 kgs.|Dimensions Overall:in: 18 x 8 x 27   mm: 457 x 203 x 686|Carton Pk:1|Material:Durable, white powder coated finish is rust and acid resistant"
2887337,4STE-EX-2448-95,4 Sided Mesh Box Truck with Ergonomic Handle,"Model:4STE-EX-2448-95|Weight:105 lbs. / 48 kgs.|Capacity:2000 lbs. / 907 kgs.|Dimensions Overall:in:   *48-1/2 x 24-1/2 x 35-3/16  mm: *1232 x 622 x 894  *handle add 6"" to width|Colors:Durable, textured, gray powder coat finish"
2887373,5015-42-5295,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5015-42-5295|Weight:511 lbs / 232 kgs|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1829|Bins:(24) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887401,534AV-50,Wall Mountable Spill Control Cabinet,Model:534AV-50|Weight:11 lbs. / 5 kgs.|Shelves:2 fully adjustable shelves|Dimensions Overall:in: 15 x 5-9/16 x 16-5/32 mm: 381 x 141 x 410|Colors:Durable safety yellow powder coat finish
2887405,562-H719,This 5-Pocket Plastic Door Pouch is used with the 8 Cabinet (Model 562-43.),Model:562-H719
2887381,5019-54-1795,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5019-54-1795|Weight:508 lbs / 231 kgs|Dimensions Overall:in: 60 x 24 x 72  mm: 1524 x 610 x 1829|Bins:(36) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887389,5023-72-1795,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5023-72-1795|Weight:612 lbs / 278 kgs|Dimensions Overall:in: 72 x 24 x 72  mm: 1829 x 610 x 1829|Bins:(36) 6 x 11 x 5  (24) 8 x 15 x 7   (12) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887413,580-95,6 Spool Tubing Dispenser,Model:580-95|Weight:19 lbs/ 8.62 kgs|Carton Pk:1|Material:All Welded Prime Cold Rolled Steel|Colors:Gray Powder Coated Finish|Depth:in: 7-1/2   mm: 191 |Height:13-3/32 in (back)  11-15/16 in (front) = 333mm (back)   303 mm (front)|Width:in: 19-9/16   mm: 497 
2887385,5022-48-1795,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5022-48-1795|Weight:519 lbs / 236 kgs|Dimensions Overall:in: 72 x 24 x 60  mm: 1829 x 610 x 1524|Bins:(12) 6 x 11 x 5  (24) 8 x 15 x 7   (12) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887437,905-08-S702,5 Loop Clamp Rack,Model:905-08-S702|Weight:5 lbs. / 2 kgs.|Carton Pk:1|Material:All Welded Prime Cold Rolled Steel|Colors:Gray Powder Coated Finish is Rust and Acid Resistant|Depth:in: 5-3/8   mm: 137 |Height:in: 16-1/8   mm: 408 |Width:in: 23-1/4   mm: 591 
2887425,610-95,Includes four drawers ideal for storing larger items. Features locking hinges to hold drawers in place in a moving vehicle. Padlock not provided.,Model:610-95|Weight:30 lbs / 14 kgs|Carton Pk:1|Material:Heavy Duty Steel -Interlocking and Welded Construction|Colors:Gray Baked Enamel|Depth:in: 12-1/8  mm: 308|Height:in: 24-1/2  mm: 622|Width:in: 12-5/8  mm: 320
2887357,5007-42-5295,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5007-42-5295|Weight:323 lbs / 147 kgs|Dimensions Overall:in: 48 x 18 x 72  mm: 1219 x 457 x 1829|Bins:(24) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887421,5WT-3060-12MR-95,"All welded 14 gauge steel platform truck with 12"" mold-on rubber casters, (2) swivel and (2) rigid","Model:5WT-3060-12MR-95|Weight:172 lbs. / 78 kgs.|Capacity:2,000 lbs.|Dimensions Overall:in: 60 x 30 x 18-1/4  mm: 1524 x 762 x 464"
2887445,AF-3048-PBLP-BS-95,A-Frame Truck with Louvered Panels and Pegboard on Both Sides,"Model:AF-3048-PBLP-BS-95|Weight:230 lbs. / 104 kgs.|Dimensions Overall:in: 48 x 30 x 57   mm: 1219 x 762 x 1448|Carton Pk:1|Colors:Durable, textured, gray powder coat finish"
2887449,APT-2448-95,14 Gauge Steel Construction; 6 removable handles. (in: 12 x 24 x 36) (mm: 305 x 610 x 914) above deck,"Model:APT-2448-95|Weight:194 lbs. / 88 kgs.|Capacity:2000 lbs. / 907 kgs.|Dimensions Overall:in: 24 x 48 x 45-1/8  mm: 1219 x 610 x 1146|Colors:Durable, textured, gray powder coat finish"
2887453,ATT-4038-95,Double Sided Adjust-A-Tray Truck,"Model:ATT-4038-95|Weight:124 lbs. / 56 kgs.|Capacity:2500 lbs. / 1134 kgs.|Dimensions Overall:in: 38 x 40 x 671/4   mm: 965 x 1016 x 1708|Trays:(14) 6"" high trays  (Sold Separately)|Colors:Durable, textured, gray powder coat finish"
2887465,DC36-48-4S6DS-95,,Model:DC36-48-4S6DS-95|Weight:427 lbs. / 194 kgs. |Shelves:(4) Adjustable|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Bins:48|Dimensions Bins:(48)   in: 4 x 5 x 3   
2887469,DC36-642S6DS-95,,Model:DC36-642S6DS-95|Weight:464 lbs. / 211 kgs.|Shelves:(2) Adjustable  (6) Door Shelves|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Bins:64|Dimensions Bins:(48)   in: 4 x 7 x 3    (16)   in: 8 x 15 x 7 
2887369,5014-30-5295,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5014-30-5295|Weight:373 lbs / 169 kgs|Dimensions Overall:in: 48 x 24 x 60  mm: 1219 x 610 x 1524|Bins:(12) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887473,DC48-114-6DS-95,,Model:DC48-114-6DS-95|Weight:550 lbs. / 250 kgs.|Shelves:(6) Door Shelves|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Bins:114|Dimensions Bins:(72)  in: 4 x 7 x 3  (24)  in: 6 x 11 x 5  (12)  in: 8 x 15 x 7  (6)   in: 16 x 15 x 7
2887441,AF-3048-95,A-Frame Truck ,"Model:AF-3048-95|Weight:152 lbs. / 69 kgs.|Dimensions Overall:in: 48 x 30 x 57  mm: 1219 x 762 x 1448|Colors:Durable, textured, gray powder coat finish"
2887461,DC-243636-48-2S-5295,,Model:DC-243636-48-2S-5295|Weight:646 lbs. / 293 kgs. |Shelves:(2) Adjustable|Dimensions Overall:in: 36 x 24 x 36   mm: 915 x 610 x 915|Bins:48|Dimensions Bins:in: 4 x 5 x 3 
2887493,DCBDLP524RDR-5295,"36"" Wide Cabinet with 52 Bins, 1 Shelf, 12 Door Shelves & 4 Drawers ","Model:DCBDLP524RDR-5295|Weight:535 lbs. / 243 kgs.|Drawers:4|Shelves:2 - Shelves (1 Adjustable)  12 - Door Shelves|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Bins:52|Material:14 Gauge|Colors:Durable, textured, gray powder coat finish"
2887485,DC48-724S6DS-95,,Model:DC48-724S6DS-95|Weight:525 lbs. / 238 kgs.|Shelves:(4) Adjustable  (6) Door Shelves|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Bins:72|Dimensions Bins:(72)   in: 4 x 5 x 3 
2887509,DWB-3060-BE-95,Heavy Duty Workbench with Back and End Stops,Model:DWB-3060-BE-95|Weight:214 lbs. / 97 kgs.|Drawers:Optional  #177-DRAWER-95  in: 14-5/16 x 19-13/16 x   6-3/16 |Shelves:Lower Shelf Capacity 500 lbs / 227 kgs|Capacity:4000 lbs. / 1814 kgs.|Dimensions Overall:in: 60 x 30 x 34   mm: 1524 x 762 x 864|Bins:-
2887513,DWB-3072-BE-95,Heavy Duty Workbench with Back and End Stops,Model:DWB-3072-BE-95|Weight:238 lbs. / 108 kgs.|Drawers:Optional  #177-DRAWER-95  in: 14-5/16 x 19-13/16 x   6-3/16 |Shelves:Lower Shelf Capacity 500 lbs / 227 kgs|Capacity:4000 lbs. / 1814 kgs.|Dimensions Overall:in: 72 x 30 x 34  mm: 1829 x 762 x 864|Bins:-
2887521,DWBM-3060-BE-PB-95,Mobile Work Bench with Pegboard Panel Top ,"Model:DWBM-3060-BE-PB-95|Weight:256 lbs. / 116 kgs.|Shelves:Bottom shelf: 500 lbs. / 227 kgs. capacity|Capacity:4,000 lbs. / 1814 kgs.|Dimensions Overall:in: 60 x 30 x 62-1/2|Colors:Durable, gray, textured powder coat paint"
2887517,DWB-3672-177-95,,Model:DWB-3672-177-95|Weight:256 lbs/ 116 kgs|Capacity:4000 lbs/ 1814 kgs|Dimensions Overall:in: 72 x 36 x 34  mm: 1829 x 915 x 864|Drawer Dimensions:in: 19-1/2 x 13-5/16 x 5  
2887489,DC-BDLP-132-1795,,Model:DC-BDLP-132-1795|Weight:546 lbs / 248 kgs.|Dimensions Overall:in: 36 x 24 x 72  mm: 915 x 610 x 1829|Bins:132|Dimensions Bins:in:  (48) 4 x 5 x 3  (48) 4 x 7 x 3  (18) 6 x 11 x 5  (12) 8 x 15 x 7  (6) 16 x 15 x 7
2887529,EGCC12-50,Horizontal Cylinder Storage Cabinet - Holds 12 Cylinders,"Model:EGCC12-50|Weight:266 lbs. / 121 kgs.|Dimensions Overall:in: 50 x 42 x 71-3/4  mm: 1270 x 1067 x 1823|Carton Pk:1|Material:1-1/2"" x 1/8"" angle iron frame. Solid 14 gauge steel top and bottom. Expanded metal sides, back, and door, for ventilation and visibility of contents.|Colors:Yellow powder coated finish is rust and acid resistant"
2887501,DCBDLP724RDR-1795,,Model:DCBDLP724RDR-1795|Weight:612 lbs. / 278 kgs.|Drawers:4|Shelves:2 - Shelves (1 Adjustable)  12 - Door Shelves|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Bins:72|Dimensions Bins:in:   (56) 4 x 5 x 3  (8) 6 x 11 x 5  (6) 8 x 15 x 7  (2) 16 x 15 x 7|Drawer Dimensions:in:  (2)   40-13/16 x 14 11/16 x 3  (1)  40-13/16 x 14 11/16 x 5  (1)  40-13/16 x 14 11/16 x 6
2887525,DWBM-3660-BE-LP-95,Mobile Work Bench with Louvered Panel Top ,"Model:DWBM-3660-BE-LP-95|Weight:236 lbs. / 107 kgs.|Shelves:Bottom shelf: 500 lbs. / 227 kgs. capacity|Capacity:4,000 lbs. / 1814 kgs.|Dimensions Overall:in: 60 x 36 x 62-1/2|Colors:Durable, gray, textured powder coat paint"
2887545,EMDC361845B5295,Clearview Cabinets with Hook-On Bins®,"Model:EMDC361845B5295|Weight:334 lbs. / 152 kgs.|Dimensions Overall:in: 36 x 18 x 72  mm: 915 x 457 x 1829|Material:14 Gauge Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (45) 5-1/2 x 11-3/8 x 5"
2887541,EMDC36182S15B1795,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC36182S15B1795|Weight:318 lbs. / 144 kgs.|Shelves:2|Capacity:Shelf Capacity: 900 lbs. / 408 kgs.|Dimensions Overall:in: 36 x 18 x 72  mm: 915 x 457 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (15) 5-1/2 x 11-3/8 x 5"
2887533,EGCC8-9-50,Combination Cylinder Storage Cabinet - Holds 9 Vertical & 8 Horizontal,"Model:EGCC8-9-50|Weight:308 lbs. / 140 kgs.|Dimensions Overall:in: 60 x 30 x 71-3/4  mm: 1524 x 762 x 1822|Carton Pk:1|Material:1-1/2"" x 1/8"" angle iron frame. Solid 14 gauge steel top and bottom. Expanded metal sides, back, and door, for ventilation and visibility of contents.|Colors:Yellow powder coated finish is rust and acid resistant"
2887557,EMDC36242S15B1795,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC36242S15B1795|Weight:352 lbs. / 160 kgs. |Shelves:2|Capacity:Shelf Capacity: 900 lbs. / 408 kgs.|Dimensions Overall:in: 36 x 24 x 72  mm: 915 x 610 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (15) 5-1/2 x 11-3/8 x 5"
2887505,DC-DLP-96-4S-5295,,Model:DC-DLP-96-4S-5295|Weight:414 lbs. / 118 kgs.|Shelves:(4) Adjustable|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Bins:96|Dimensions Bins:(96)   in: 4 x 5 x 3 
2887497,DCBDLP584RDR-95,"36"" Wide Cabinet with 58 Bins, 1 Shelf, 12 Door Shelves & 4 Drawers ","Model:DCBDLP584RDR-95|Weight:547 lbs. / 248 kgs.|Drawers:4|Shelves:2 - Shelves (1 Adjustable)  12 - Door Shelves|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Bins:58|Material:14 Gauge|Colors:Durable, textured, gray powder coat finish"
2887549,EMDC-361872-18B-2S-1795,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-361872-18B-2S-1795|Weight:310 lbs. / 141 kgs.|Shelves:2|Capacity:Shelf Capacity: 900 lbs. / 408 kgs.|Dimensions Overall:in: 36 x 18 x 72  mm: 915 x 457 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (12) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7"
2887561,EMDC-362472-18B-2S-1795,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-362472-18B-2S-1795|Weight:388 lbs. / 176 kgs.|Shelves:2|Capacity:Shelf Capacity: 900 lbs. / 408 kgs.|Dimensions Overall:in: 36 x 24 x 72  mm: 915 x 610 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (12) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7"
2887553,EMDC-361872-30B-5295,Clearview Cabinets with Hook-On Bins®,"Model:EMDC-361872-30B-5295|Weight:310 lbs. / 140 kgs.|Dimensions Overall:in: 36 x 18 x 72  mm: 915 x 457 x 1829|Material:14 Gauge Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (12) 5-1/2 x 11-3/8 x 5  (12) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7"
2887565,EMDC-362472-30B-5295,Clearview Cabinets with Hook-On Bins®,"Model:EMDC-362472-30B-5295|Weight:335 lbs. / 152 kgs.|Dimensions Overall:in: 36 x 24 x 72  mm: 915 x 610 x 1829|Material:14 Gauge Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (12) 5-1/2 x 11-3/8 x 5  (12) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7"
2887569,EMDC-362484-95,,"Model:EMDC-362484-95|Weight:374 lbs. / 170 kgs.|Shelves:3 Adjustable shelves with 900 lbs. / 408 kgs. capacity|Dimensions Overall:in: 36 x 24 x 84   mm: 915 x 610 x 2134|Colors:Durable, textured, gray powder coat finish"
2887581,EMDC-482472-24B-2S-1795,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-482472-24B-2S-1795|Weight:406 lbs. / 184 kgs.|Shelves:2|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (24) 8-1/4 x 14-5/8 x 7"
2887577,EMDC-481872-6B-3S-1795,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-481872-6B-3S-1795|Weight:350 lbs. / 159 kgs.|Shelves:3|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 48 x 18 x 72  mm: 1219 x 457 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (6) 16-3/4 x 14-5/8 x 7"
2887585,EMDC-482472-42B-5295,Clearview Cabinets with Hook-On Bins®,"Model:EMDC-482472-42B-5295|Weight:406 lbs. / 184 kgs.|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1829|Material:14 Gauge Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (24) 5-1/2 x 11-3/8 x 5  (12) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7"
2887589,EMDC-482472-6B-3S-95,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-482472-6B-3S-95|Weight:406 lbs. / 184 kgs.|Shelves:3|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (6) 16-3/4 x 14-5/8 x 7"
2887593,EPT-3048-95,"All welded 12 gauge steel platform truck with 6"" x 2"" phenolic bolt-on casters, (2) swivel and (2) rigid","Model:EPT-3048-95|Weight:124 lbs. / 56 kgs.|Capacity:2,000 lbs.|Dimensions Overall:in: 30 x 48 x 36  mm: 762 x 1219 x 915"
2887573,EMDC-481872-24B-2S-95,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-481872-24B-2S-95|Weight:350 lbs. / 159 kgs.|Shelves:2|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 48 x 18 x 72  mm: 1219 x 457 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (24) 8-1/4 x 14-5/8 x 7"
2887293,405-08,11 Pockets Literature Rack (large),Model:405-08|Weight:18 lbs. / 8 kgs.|Dimensions Overall:in: 13-1/4 x 4-1/8 x 36  mm: 337 x 105 x 915|Carton Pk:1|Material:Prime Cold Rolled Steel has a Powder Coated Finish that is Rust and Acid Resistant|Colors:Black
2887601,FDC-SH-4824-95,,"Model:FDC-SH-4824-95|Shelves:1|Capacity:700 lbs. / 318 kgs.|Dimensions Overall:in: 47-1/2 x 21-3/8 x 1-1/8 mm: 1207 x 543 x 29|Colors:Durable gray textured powder coat finish|Fits Models:48"" Wide"
2887609,FS-SH-2939,,Model:FS-SH-2939|Shelves:1|Dimensions Overall:in: 41-1/2 x 32-5/8 x 1-3/8 mm: 1054x 829 x 35|Colors:Silver|Fits Models:90 gl
2887649,HDC-203636-2S95,12 Gauge Counter Top Cabinet,"Model:HDC-203636-2S95|Weight:242 lbs. / 110 kgs.|Shelves:2|Capacity:1900 lbs. / 862 kgs.|Dimensions Overall:in: 36 x 20 x 36  mm: 915 x 508 x 915|Material:All welded 12 gauge steel |Colors:Durable, textured, gray powder coat paint "
2887653,HDC-243642-2S95,12 Gauge Counter Top Cabinet,"Model:HDC-243642-2S95|Weight:292 lbs. / 133 kgs.|Shelves:2|Capacity:1900 lbs. / 862 kgs.|Dimensions Overall:in: 36 x 24 x 42  mm: 915 x 610 x 1067|Material:All welded 12 gauge steel |Colors:Durable, textured, gray powder coat paint "
2887633,HB-36-95,"4""H x 36""L = 102mm x 914mm",Model:HB-36-95|Weight:6 lbs. / 3 kgs.
2887605,FED-2023-95,Mobile Shop Desk Cart,"Model:FED-2023-95|Weight:125 lbs / 57 kgs|Capacity:500 lbs / 227 kgs|Dimensions Overall:in: 23 x 20 x 51  mm: 584 x 508 x 1296|Material:16 Gauge Steel|Colors:Durable, textured, gray powder coat |Depth:in: 20  mm: 508|Height:in: 51  mm: 1296|Width:in: 23  mm: 584"
2887673,HDC36-24DC24TB2S95,,"Model:HDC36-24DC24TB2S95|Weight:595 lbs. / 270 kgs. |Shelves:(2) 33-15/16 x 20-27/32|Capacity:Shelf Cap. 1900 lbs.  |Dimensions Overall:in: 36 x 36 x 78  mm: 910 x 910 x 1981|Bins:(24) 15 x 5-3/4 x 6-1/2  (12) 8 x 15 x 7  |Colors:Durable, textured, gray powder coat finish"
2887661,HDC-247266-3S95,,"Model:HDC-247266-3S95|Weight:726 lbs. / 329 kgs.|Shelves:3|Capacity:1525 lbs. / 692 kgs.|Material:12 Gauge Steel|Colors:Durable, textured, gray powder coat finish|Depth:in: 24  mm: 610|Height:in: 66  mm:1676|Width:in: 72  mm:1828"
2887681,HDC36-DC16TB4DR2S95,,"Model:HDC36-DC16TB4DR2S95|Weight:754 lbs. / 342 kgs.|Drawers:(2) 30-1/16 x 20-1/8 x 4 (2) 30-1/16 x 20-1/8 x 6|Shelves:(2) 33-15/16 x 20-27/32  (6) 12 x 4 Door Shelves|Capacity:Shelf Cap. 1900 lbs.|Dimensions Overall:in: 36 x 36 x 78  mm: 910 x 910 x 1981|Bins:(16) 15 x 5-3/4 x 6-1/2|Colors:Durable, textured, gray powder coat finish|No of Drawers:4"
2887665,HDC36-102-3S95,,"Model:HDC36-102-3S95|Weight:514 lbs. / 234 kgs. |Shelves:(3) Adjustable |Capacity:1900 lbs. - Adjustable|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1982|Bins:in:  (48) 4-3/16 x 5-7/16 x 3  (48) 4-3/16 x 7-7/16 x 3  (6) 8-1/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
